품명,한글명,포장단위(규격), 금액(US$),제조국,전문/일반
XOTERNA CAP 110/50MCG FOR INHALATION,조터나흡입용캡슐110/50마이크로그램,6CAP/5PTP/BOX,"  2,659,551 ",U.K,전문
XTANDI SOFT CAPSULE 40MG(ENZALUTAMIDE),엑스탄디연질캡슐40mg,28CAP/4PTP/BOX,"  1,351,365 ",NETHERLANDS,전문
XYLESTESIN-A TIN 50 CARTRW PLAIN ST OPP KO,자이레스테신에이주,1.7ML/50AMP/CARTON,"  1,588,507 ",GERMANY,전문
XYNTHA SOLOFUSE PREFILLED INJ,진타솔로퓨즈프리필드주,1000IU/1SYRINGE/PACK,"  1,284,998 ",CANADA,전문
XYNTHA SOLOFUSE PREFILLED INJ,진타솔로퓨즈프리필드주,2000IU/1SYRINGE/PACK,"  2,375,312 ",CANADA,전문
XYNTHA SOLOFUSE PREFILLED INJ,진타솔로퓨즈프리필드주,250IU/1SYRINGE/PACK,"  214,805 ",CANADA,전문
XYNTHA SOLOFUSE PREFILLED INJ,진타솔로퓨즈프리필드주,3000IU/1SYRINGE/PACK,"  347,040 ",CANADA,전문
XYNTHA SOLOFUSE PREFILLED INJ,진타솔로퓨즈프리필드주,500IU/1SYRINGE/PACK,"  654,378 ",CANADA,전문
XYZAL SOLUTION(LEVOCETIRIZINE 2HCL),씨잘액,200ML/BOTTLE/BOX,"  1,367,353 ",GERMANY,전문
XYZAL TABLET 5MG (LEVOCETIRIZINE 2HCI),씨잘정5밀리그램,10TAB/9PTP/BOX,"  2,830,080 ",SWITZERLAND,전문
YASMIN TAB,야스민정,21TAB/1PTP/PACK,"  808,079 ",GERMANY,전문
YAZ TAB.,야즈정,28TAB/1PTP/PACK,"  5,049,750 ",GERMANY,전문
YENATRON VASIGNAL SUPPOSITORIES,예나트론질좌제,12EA/BOX,"  128,733 ",ITALY,전문
YERVOY INJ 50MG/10ML,여보이주50밀리그램/10밀리리터,10ML/1VIAL/BOX,"  276,608 ",USA,전문
YONDELIS INJ. 1.0MG(TRABECTEDINE),욘델리스주사1.0밀리그램,1VIAL/PACK,"  52,277 ",SPAIN,전문
ZADAXIN INJ.,자닥신주,1.6MG/2VIAL/PACK,"  8,314,200 ",ITALY,전문
ZADITEN SYRUP,자디텐시럽,100ML/BOTTLE,"  993,597 ",SWITZERLAND,전문
ZADITEN TAB,자디텐정,10TAB/6PTP/PACK,"  520,842 ",SWITZERLAND,전문
ZALTRAP INJ. 25 MG/ML,잘트랩주25mg/mL,4ML/1VIAL/PACK,"  290,510 ",FRANCE,전문
ZALTRAP INJ. 25 MG/ML,잘트랩주25mg/mL,8ML/1VIAL/PACK,"  694,889 ",FRANCE,전문
ZANTAC TAB. 150MG,잔탁정150밀리그램,10TAB/6PTP/PACK,"  411,374 ",CHINA,전문
ZAVEDOS 5MG INJ.,자베도스주5밀리그램,5MG/VIAL,"  145,707 ",ITALY,전문
ZAVESCA CAP. 100MG,자베스카캡슐100밀리그램,21CAP/4PTP/PACK,"  192,417 ",U.K,전문
ZEFFIX TABLET 100MG,제픽스정100밀리그램,14TAB/2PTP/PACK,"  748,859 ",U.K,전문
ZEFFIX TABLET 100MG,제픽스정100밀리그램,14TAB/6PTP/PACK,"  925,185 ",U.K,전문
ZELBORAF F.C TAB 240MG,젤보라프정240밀리그램,8TAB/7PTP/PACK,"  1,369,821 ",U.K,전문
ZELDOX 20MG CAPSULE,젤독스캡슐20밀리그램,10CAP/3PTP/BOX,"  273,345 ",AUSTRALIA,전문
ZELDOX 40MG CAPSULE,젤독스캡슐40밀리그램,10CAP/3PTP/BOX,"  355,391 ",AUSTRALIA,전문
ZELDOX CAPSULE 60MG,젤독스캡슐60밀리그램,10CAP/3PTP/CARTON,"  131,670 ",AUSTRALIA,전문
ZELDOX CAPSULE 80MG,젤독스캡슐80밀리그램,10CAP/3PTP/CARTON,"  467,551 ",AUSTRALIA,전문
ZEMPLAR INJ(AMPULE),젬플라주(앰플),1ML/5AMP/PACK,"  1,717,542 ",ITALY,전문
ZEPATIER 100/50MG,제파티어정,28TAB/PTP/PACK,"  10,183,303 ",USA,전문
ZERBAXA INJ,저박사주,1000MGX10VIAL/BOX,"  27,198 ",ITALY,전문
ZIAGEN TABLETS 300MG,지아겐정300밀리그램,10TAB/6PTP/PACK,"  200,736 ",U.K,전문
ZIBOR 2500IUANTIXA/0.2ML(BEMIPARIN SODIUM),자이버주2500IUAntiXa/0.2mL,0.2ML/SYRINGE,"  64,067 ",SPAIN,전문
ZIBOR 3500IUANTIXA/0.2ML(BEMIPARIN SODIUM),자이버주3500IUAntiXa/0.2mL,0.2ML/SYRINGE,"  95,900 ",SPAIN,전문
ZINNAT TAB 250MG (CEFUROXIME AXETIL),진네트정250밀리그램,10TAB/1PTP/PACK,"  57,396 ",U.K,전문
ZINNAT TAB 250MG (CEFUROXIME AXETIL),진네트정250밀리그램,10TAB/5PTP/PACK,"  254,461 ",U.K,전문
ZITHROMAX INJ 500MG,지스로맥스주사500mg,10VIAL/PACK,"  325,700 ",GERMANY,전문
ZITHROMAX INJ 500MG,지스로맥스주사500mg,10VIAL/PACK,"  392,897 ",USA,전문
ZITHROMAX POS,지스로맥스건조시럽,15ML/BOTTLE,"  68,787 ",TURKEY,전문
ZITHROMAX POS,지스로맥스건조시럽,22.5ML/BOTTLE,"  142,260 ",TURKEY,전문
ZITHROMAX TAB 250MG,지스로맥스정250밀리그램,6TAB/5PTP/BOX,"  1,441,792 ",JAPAN,전문
ZK-INA SPRAY SOLUTION(LIDOCAINE 10%) CHERRY FLAVOR,제트케이나스프레이액(체리향),115ML/BOTTLE,"  6,680 ",MEXICO,전문
ZK-INA SPRAY SOLUTION(LIDOCAINE 10%) WITHOUT FLAVOR,제트케이나스프레이액(무향),115ML/BOTTLE,  577 ,MEXICO,전문
ZOCOR TAB 20MG,조코정20밀리그램,300TAB/1BOTTLE/PACK,"  170,782 ",AUSTRALIA,전문
ZOCOR TAB 20MG,조코정20밀리그램,3TAB/10PTP/PACK,"  260,916 ",AUSTRALIA,전문
ZOCOR TAB 40MG,조코정40밀리그램,100TAB/1BOTTLE/PACK,"  4,062 ",AUSTRALIA,전문
ZOCOR TAB 40MG,조코정40밀리그램,3TAB/10PTP/PACK,"  69,298 ",AUSTRALIA,전문
ZOFENIL TAB 15MG,조페닐정15밀리그램,15TAB/2PTP/PACK,"  16,029 ",ITALY,전문
ZOFENIL TAB 7.5MG,조페닐정7.5밀리그램,14TAB/2PTP/PACK,"  18,641 ",ITALY,전문
ZOFRAN INJECTION,조프란주,2ML/5AMP/PACK,"  114,250 ",SWITZERLAND,전문
ZOFRAN INJECTION,조프란주,4ML/5AMP/PACK,"  147,313 ",SWITZERLAND,전문
ZOFRAN TABLET 8MG(ONDANSETRON HYDROCHLORIDE DIHYDRATE),조프란정8밀리그램,15TAB/1PTP/PACK,"  210,625 ",SWITZERLAND,전문
ZOFRAN ZYDIS TAB 4MG,조프란자이디스정4밀리그램,10TAB/1PTP/PACK,"  77,087 ",SWITZERLAND,전문
ZOFRAN ZYDIS TAB 8MG,조프란자이디스정8밀리그램,10TAB/1PTP/PACK,"  113,933 ",SWITZERLAND,전문
ZOLADEX DEPOT INJECTION,졸라덱스데포주사,3.78MG/1PFS/PACK,"  7,744,289 ",U.K,전문
ZOLADEX LA DEPOT INJECTION,졸라덱스엘에이데포주사,1DEPOT/PACK,"  2,939,505 ",U.K,전문
ZOLOFT TABLET 100 MG,졸로푸트정100밀리그램,30TAB/BOTTLE,"  1,253,281 ",AUSTRALIA,전문
ZOLOFT TABLET 50MG,졸로푸트정50밀리그램,30TAB/BOTTLE,"  1,102,982 ",CHINA,전문
ZOMACTON10MG (SOMATROPIN),조맥톤주10밀리그램,10MG/VIAL,"  218,369 ",GERMANY,전문
ZOMACTON12.96IU(SOMATROPIN),조맥톤12.96IU,(12.96IU/VIAL+5ML/AMP)/PACK,"  451,826 ",ISRAEL,전문
ZOMETA READY INJ,조메타레디주사액,100ML/1VIAL/PACK,"  397,150 ",U.K,전문
ZOMIG 2.5MG TABLET,조믹정2.5밀리그램,3TAB/1PTP/PACK,"  478,184 ",U.K,전문
ZOSTAVAX INJ,조스타박스주,0.65ML/1VIAL/PACK,"  59,005,738 ",USA,전문
ZYGARD SOFT CAPSULE 0.5MG (DUTASTERIDE),자이가드연질캡슐0.5밀리그램,10CAP/3PTP/PACK,"  204,480 ",U.K,전문
ZYKADIA CAP 150MG,자이카디아캡슐150밀리그램,10CAP/5PTP/3BOX/PACK,"  6,150,495 ",USA,전문
ZYPREXA TABLET 10MG,자이프렉사정10밀리그램,7TAB/8PTP/PACK,"  2,024,805 ",NETHERLANDS,전문
ZYPREXA TABLET 2.5MG,자이프렉사정2.5밀리그램,7TAB/4PTP/PACK,"  579,871 ",NETHERLANDS,전문
ZYPREXA TABLET 5MG,자이프렉사정5밀리그램,7TAB/4PTP/PACK,"  1,111,284 ",NETHERLANDS,전문
ZYPREXA ZYDIS TAB 10MG,자이프렉사자이디스확산정10mg,7TAB/4PTP/PACK,"  2,178,786 ",NETHERLANDS,전문
ZYPREXA ZYDIS TAB 5MG,자이프렉사자이디스확산정5mg,7TAB/4PTP/PACK,"  474,110 ",NETHERLANDS,전문
ZYTIGA TABLET 250MG,자이티가정250밀리그램,120TAB/BOTTLE,"  1,115,561 ",CANADA,전문
ZYTIGA TABLET 500MG,자이티가정500밀리그램,12TAB/5PTP/BOX,"  643,788 ",FRANCE,전문
ZYTRAM CR SR TABLETS 75MG,지트람씨알서방정75밀리그램,30TAB/1BOTTLE/BOX,"  71,032 ",DENMARK,전문
ZYTRAM XL SR TABLETS 150MG,지트람엑스엘서방정150밀리그램,300TAB/1BOTTLE/BOX,"  63,119 ",U.K,전문
ZYTRAM XL SR TABLETS 150MG,지트람엑스엘서방정150밀리그램,30TAB/1BOTTLE/BOX,"  136,920 ",U.K,전문
ZYTRAM XL SR TABLETS 200MG,지트람엑스엘서방정200밀리그램,30TAB/1BOTTLE/BOX,"  66,946 ",U.K,전문
ZYVOX 600MG TABLET,자이복스정600밀리그램,20TAB/BOTTLE,"  506,981 ",USA,전문
ZYVOX INJ. 2MG/ML,자이복스주2밀리그램/밀리리터,300ML/BAG,"  558,365 ",USA,전문
3M STERI-GAS CARTRIDGE,쓰리엠스테리-가스EO카트리지,100G/12EA/BOX,"  425,813 ",USA,일반
3M STERI-GAS CARTRIDGE,쓰리엠스테리-가스EO카트리지,170G/12EA/BOX,"  652,652 ",USA,일반
ACECIDE SOLUTION,아세사이드액,1제(750ML)+2제(750ML)/SET,"  95,056 ",JAPAN,일반
ACECIDE SOLUTION,아세사이드액,1제(875ML)+2제(875ML)/SET,"  897,900 ",JAPAN,일반
ACTINUM EX GOLD TAB,액티넘이엑스골드정,90TAB/BOTTLE,"  1,440,145 ",JAPAN,일반
ACTINUM EX PLUS TAB,액티넘이엑스플러스정,120TAB/BOTTLE,"  2,345,248 ",JAPAN,일반
ACTINUM EX PLUS TAB,액티넘이엑스플러스정,180TAB/BOTTLE,"  469,699 ",JAPAN,일반
AD-MUC TUBE,에드먹연고,10G/TUBE,"  54,886 ",GERMANY,일반
ADVIL LIQUIGEL SOFT CAPSULE(IBUPROFEN),애드빌리퀴겔연질캡슐,10CAP/1PTP/CARTON,"  327,105 ",AUSTRALIA,일반
ADVIL LIQUIGEL SOFT CAPSULE(IBUPROFEN),애드빌리퀴겔연질캡슐,30CAP/BOTTLE,"  37,425 ",AUSTRALIA,일반
ADVIL TABLET(IBUPROFEN),애드빌정,10TAB/1PTP/PACK,"  17,405 ",AUSTRALIA,일반
AFTACH TAB,아프타치정,10TAB/1PTP/PACK,"  387,885 ",JAPAN,일반
ALESSE TABLET,에이리스정,21TAB/1PTP/PACK,"  1,002,874 ",IRELAND,일반
ALSOFT SOLUTION,알소프트액,1L/BOTTLE,"  17,250 ",JAPAN,일반
ANTISTAX TAB 360MG,안티스탁스정360밀리그램,15TAB/2PTP/PACK,"  104,782 ",GERMANY,일반
ANTISTAX TAB 360MG,안티스탁스정360밀리그램,15TAB/4PTP/PACK,"  781,115 ",GERMANY,일반
ARDOCAINZE GAUZE,아도카인즈거즈,3G/3매/PACK,"  44,730 ",CHINA,일반
ASPIRIN PROTECT 100MG TAB,아스피린프로텍트정100밀리그램,14TAB/7PTP/PACK,"  1,327,282 ",GERMANY,일반
ASPIRIN PROTECT 100MG TAB,아스피린프로텍트정100밀리그램,1500TAB/BOTTLE/PACK,"  7,783,119 ",GERMANY,일반
ASPIRIN PROTECT 100MG TAB,아스피린프로텍트정100밀리그램,50TAB/10PTP/PACK,"  982,477 ",GERMANY,일반
ASTROGLIDE GEL,아스트로글라이드겔,4OZ(113G)/TUBE,"  3,175 ",USA,일반
ASUPARAITO-BAC EYE DROPS,아스파라이트박점안액,15ML/BOTTLE,"  41,353 ",JAPAN,일반
AVAGARD SOLUTION,애바가드외용액,500ML/8BOTTLE/CARTON,"  153,785 ",USA,일반
AZALEA CREAM,아젤리아크림,30G/TUBE,"  118,062 ",AUSTRIA,일반
BACTIGRAS,박티그라,10EA/CARTON(10X10CM),"  119,769 ",U.K,일반
BACTIGRAS,박티그라,12EA/CARTON(15X100CM),"  33,913 ",U.K,일반
BAYER ASPIRIN 100MG TAB.,바이엘아스피린정100밀리그램,10TAB/3PTP/PACK,"  89,631 ",GERMANY,일반
BENZAC AC GEL 2.5%,벤작에이씨겔2.5%,15G/TUBE,"  45,761 ",FRANCE,일반
BEPANTHEN OINTMENT,비판텐연고,30G/1TUBE/PACK,"  2,511,366 ",GERMANY,일반
BEROCCA EFFERVESCENT TAB.,베로카퍼포먼스발포정,15TAB/1CAN/PACK,"  131,701 ",INDONESIA,일반
BEROCCA EFFERVESCENT TAB.,베로카퍼포먼스발포정,15TAB/2CAN/PACK,"  557,193 ",INDONESIA,일반
BETADINE THROAT SPRAY,베타딘인후스프레이,50ML/BOTTLE,"  294,082 ",CYPRUS,일반
BIAFINE EMULSION,비아핀에멀젼,46.5G/TUBE,"  198,273 ",FRANCE,일반
BIOARGININA ORAL SOLUTION,바이오아지니나액,20ML/20VIAL/BOX,"  242,964 ",ITALY,일반
BIOFLOR 250 CAPSULE,비오플250캡슐,6CAP/8PTP/CASE,"  696,872 ",FRANCE,일반
BIOFLOR 250 POWDER,비오플250산,200포/CASE,"  4,588,012 ",FRANCE,일반
BISOLVON TABS,비졸본정,500TAB/BOTTLE,"  229,765 ",INDONESIA,일반
BUSCOPAN PLUS TAB,부스코판플러스정,10TAB/1PTP/PACK,"  85,128 ",INDONESIA,일반
BUSCOPAN PLUS TAB,부스코판플러스정,10TAB/2PTP/PACK,"  193,649 ",INDONESIA,일반
BUSCOPAN SUGAR-COATED TABLET,부스코판당의정,10TAB/1PTP/PACK,"  139,222 ",INDONESIA,일반
BUSCOPAN SUGAR-COATED TABLET,부스코판당의정,500TAB/BOTTLE,"  396,277 ",INDONESIA,일반
CABAGIN KOWA S TAB,카베진코와에스정,100TAB/BOTTLE,"  210,697 ",JAPAN,일반
CABAGIN KOWA S TAB,카베진코와에스정,320TAB/BOTTLE,"  771,220 ",JAPAN,일반
CABAGIN KOWA S TAB,카베진코와에스정,40TAB/BOTTLE,"  844,012 ",JAPAN,일반
CABE 2 KOWA GRANULE,카베2코와과립,1300MG/BAG,"  43,571 ",JAPAN,일반
CALTEO-40 TABLETS,칼테오-40정,500TAB/BOTTLE,"  712,160 ",USA,일반
CALTRATE D 400,칼트레이트디400,60TAB/1BOTTLE/CARTON,"  44,582 ",AUSTRALIA,일반
CALTRATE PLUS D 500 TAB,칼트레이트플러스디500정,60TAB/2BOTTLE/CARTON,"  94,708 ",AUSTRALIA,일반
CANESTEN 1VAG. TAB.,카네스텐1질정,12TAB/1PTP/PACK,"  134,297 ",GERMANY,일반
CANESTEN 1VAG. TAB.,카네스텐1질정,1TAB/1PTP/PACK,"  198,318 ",GERMANY,일반
CANESTEN CREAM,카네스텐크림,100G/TUBE/PACK,"  246,830 ",AUSTRALIA,일반
CANESTEN CREAM,카네스텐크림,20G/TUBE/PACK,"  708,138 ",AUSTRALIA,일반
CANESTEN POWDER,카네스텐산제,30G/1BOTTLE/PACK,"  245,953 ",ITALY,일반
CANESTEN VAG.TAB (CLOTRIMAZOLE),카네스텐질정,6TAB/PACK,"  290,238 ",GERMANY,일반
CAPSUGEL GELATIN EMPTY CAPSULE NO.4,종근당캡슈겔젤라틴공캡슐4호,"10,000CAPS/BOX",  696 ,JAPAN,일반
CAPSUGEL WHITE GELATIN EMPTY CAP NO.5,종근당캡슈겔화이트젤라틴공캡슐5호,"350,000CAPS/BOX","  342,230 ",JAPAN,일반
CAPSUGEL YELLOW GELATIN EMPTY CAP NO.5,종근당캡슈겔옐로우젤라틴공캡슐5호,"350,000CAPS/BOX","  93,100 ",JAPAN,일반
CAVID CHEWABLE TABLET,카비드츄어블정,30TAB/BOTTLE,"  202,894 ",NORWAY,일반
CAVID CHEWABLE TABLET,카비드츄어블정,60TAB/BOTTLE,"  297,507 ",NORWAY,일반
CENTIREX ADVANCE TAB.,센티렉스어드밴스정,30TAB/BOTTLE,"  659,926 ",TAIWAN,일반
CENTIREX SILVER ADVANCE TAB.,센티렉스실버어드밴스정,30TAB/BOTTLE,"  339,840 ",TAIWAN,일반
CENTRUM ADVANCE TAB.,센트룸어드밴스정,100TAB/BOTTLE,"  354,784 ",TAIWAN,일반
CENTRUM ADVANCE TAB.,센트룸어드밴스정,120TAB/BOTTLE,"  37,654 ",TAIWAN,일반
CENTRUM ADVANCE TAB.,센트룸어드밴스정,30TAB/BOTTLE,"  54,031 ",TAIWAN,일반
CENTRUM SILVER ADVANCE TAB.,센트룸실버어드밴스정,100TAB/BOTTLE,"  292,836 ",TAIWAN,일반
CENTRUM SILVER ADVANCE TAB.,센트룸실버어드밴스정,120TAB/BOTTLE,"  144,756 ",TAIWAN,일반
CHI KUNG HUO SHIUEH KAO,기공활혈고,6PCS/PACK(10CMX14.5CM),"  162,294 ",TAIWAN,일반
CLARATYNE TAB,클라리틴정,10TAB/1PTP/PACK,"  126,246 ",BELGIUM,일반
CLARATYNE TAB,클라리틴정,15TAB/2PTP/PACK,"  197,865 ",BELGIUM,일반
CLARITYNE SYRUP (LORATADINE),클라리틴시럽,100ML/1BOTTLE/PACK,"  41,048 ",BELGIUM,일반
COFREL TABLET,코프렐정,10TAB/10PTP/CARTON,"  15,057 ",CHINA,일반
COFREL TABLET,코프렐정,500TAB/BOTTLE,"  122,513 ",CHINA,일반
COLOLO SP GARGLING SOLUTION,코로로에스피가글액,1L/BOTTLE,  284 ,JAPAN,일반
COLOLO SP GARGLING SOLUTION,코로로에스피가글액,50ML/BOTTLE,"  9,000 ",JAPAN,일반
CONNETTIVINA GAUZE,코네티비나거즈,10매/BOX(12X10CM2),"  36,224 ",ITALY,일반
CONNETTIVINA GEL,코네티비나겔,30G/TUBE,"  107,249 ",ITALY,일반
CONTRACTUBEX,콘투락투벡스겔,10G/TUBE,"  69,778 ",GERMANY,일반
CONTRACTUBEX,콘투락투벡스겔,20G/TUBE,"  84,031 ",GERMANY,일반
CONTRACTUBEX,콘투락투벡스겔,50G/TUBE,"  27,355 ",GERMANY,일반
CREON CAP 25000,크레온캡슐25000,100CAP/BOTTLE,"  165,629 ",GERMANY,일반
CREON CAP 40000,크레온캡슐40000,100CAP/BOTTLE,"  114,234 ",GERMANY,일반
D- TRIMMATE POWDER,디-트림메이트산,3G/60포/BOX,"  67,850 ",TAIWAN,일반
DANAFEN CATAPLASMA,다나펜카타플라스마,6PIECES/PACK(7CMX14CM),"  140,197 ",TAIWAN,일반
DANAFEN-F CATAPLASMA,단아팬에프카타플라스마,6매/PACK(7X14CM2),"  42,757 ",TAIWAN,일반
DEARME TAB,디어미정,21TAB/1PTP/PACK,"  340,062 ",SWITZERLAND,일반
DELCO CORN PLASTER,델코티눈고,6매/BOX,"  91,238 ",JAPAN,일반
DICLOMED SOLUTION 0.074%(DICLOFENAC),디클로메드액0.074%,200ML/BOTTLE,"  119,992 ",ITALY,일반
DIFFLAM SPRAY 0.3%,디프람스프레이0.3%,15ML/BOTTLE,"  59,883 ",AUSTRALIA,일반
DONGGAMGO PLASTER,동감고첩부제,"5매/BAG(1매:9X15CM,6.3G)","  91,540 ",TAIWAN,일반
DORPHYNOL TABLETS,도피놀정,90TAB/BOTTLE,"  34,815 ",USA,일반
DRICLOR SOLUTION,드리클로액,20ML/BOTTLE,"  3,078,232 ",U.K,일반
DULCOLAX S COATED TABLET,둘코락스에스장용정,10TAB/2PTP/PACK,"  2,086,731 ",INDONESIA,일반
DULCOLAX S COATED TABLET,둘코락스에스장용정,10TAB/4PTP/PACK,"  2,157,118 ",INDONESIA,일반
DULCOLAX S COATED TABLET,둘코락스에스장용정,500TAB/BOTTLE,"  500,221 ",INDONESIA,일반
DULCOLAX SUPPOSITORY,둘코락스좌약,50SUPP/1FOIL/PACK,"  135,431 ",INDONESIA,일반
DULCOLAX SUPPOSITORY,둘코락스좌약,5SUPP/1FOIL/PACK,"  99,350 ",INDONESIA,일반
DURAPREP SOLUTION,듀라프렙외용액,26ML/20KIT/CASE,"  138,080 ",USA,일반
DURATEARS OINTMENT,듀라티얼즈안연고,3.5G/1TUBE/PACK,"  582,799 ",BELGIUM,일반
ELEVIT PRONATAL TAB.,엘레비트프로나탈정,10TAB/10PTP/PACK,"  264,328 ",ARGENTINA,일반
ELEVIT TABLET,엘레비트정,10TAB/10PTP/PACK,"  420,143 ",SWITZERLAND,일반
ELL-CRANELL ALPHA SOLUTION 0.025%,엘-크라넬알파액0.025%,100ML/BOTTLE,"  408,965 ",GERMANY,일반
EMPTY GELATINE CAPSULE SIZE 5,한미젤라틴공캡슐5호,"100,000CAP/CARTON","  4,435 ",JAPAN,일반
EMPTY HARD GELATIN CAPSULE #0,타스코젤라틴공캡슐0호,"100,000CAP/CARTON","  44,100 ",INDIA,일반
EUCARBON TAB,유카본정,10TAB/10PTP/BOX,"  39,563 ",AUSTRIA,일반
EUCARBON TAB,유카본정,10TAB/1PTP/BOX,  15 ,AUSTRIA,일반
EYE CHARM V EYE DROPS,아이챰브이아이드롭스점안액,15ML/BOTTLE,"  15,892 ",JAPAN,일반
EYEBON C EYEWASH SOLUTION,아이봉씨세안액,480ML/BOTTLE,"  741,237 ",JAPAN,일반
EYEBON W EYEWASH SOLUTION,아이봉더블유세안액,480ML/BOTTLE,"  1,058,083 ",JAPAN,일반
EYEMIRU CONTACT PURE EYE DROPS,아이미루콘택트퓨어점안액,10ML/BOTTLE,"  213,400 ",JAPAN,일반
EYEMIRU40EX EYE DROPS,아이미루40이엑스점안액,15ML/BOTTLE,"  324,096 ",JAPAN,일반
F.M' YASON PAS(YEO SEOL WAN YING KAO),어인약손파스,4PIECE/PACK,"  19,760 ",TAIWAN,일반
F.M' YASON PAS(YEO SEOL WAN YING KAO),어인약손파스,5PIECE/PACK(15*11CM),"  148,720 ",TAIWAN,일반
FESS NATURAL NASAL SPRAY,페스내추럴비강분무액,50ML/CAN,"  339,328 ",AUSTRALIA,일반
FLEXALL,플랙스올,4OZ(113G)/BOTTLE,"  66,413 ",USA,일반
FORLAX POWDER,폴락스산,10SACHET/BOX,"  512,338 ",FRANCE,일반
FULCARE NAIL LACQUER(CICLOPIROX),풀케어네일라카,3.3ML/1BOTTLE/BOX,"  2,624,089 ",GERMANY,일반
FULCARE NAIL LACQUER(CICLOPIROX),풀케어네일라카,6.6ML/1BOTTLE/BOX,"  1,167,676 ",GERMANY,일반
GAVISCON DOUBLE ACTION SUSPENSION,개비스콘더블액션현탁액,10ML/12포/12CASE/1CARTON,"  168,630 ",U.K,일반
GAVISCON DOUBLE ACTION SUSPENSION,개비스콘더블액션현탁액,10ML/4포/12CASE/CARTON,"  172,788 ",U.K,일반
GAVISCON PEPPERMINT SUSPENSION,개비스콘페퍼민트현탁액,10ML/4포/60CASE/CARTON,"  26,845 ",U.K,일반
GINCOSAN CAPSULE,징코산캅셀,30CAP/BOTTLE,"  154,829 ",SWITZERLAND,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"100,000CAP/CARTON","  227,520 ",CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"15,000CAP/CARTON",  36 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"20,000CAP/CARTON",  144 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"30,000CAP/CARTON",  72 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"40,000CAP/CARTON",  192 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"45,000CAP/CARTON",  108 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"46,000CAP/CARTON",  110 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"50,000CAP/CARTON",  120 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"55,000CAP/CARTON",  396 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"57,000CAP/CARTON",  274 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"62,000CAP/CARTON",  149 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"65,000CAP/CARTON",  156 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"70,000CAP/CARTON",  336 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"75,000CAP/CARTON",  360 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"80,000CAP/CARTON",  576 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"87,000CAP/CARTON",  209 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"88,000CAP/CARTON",  211 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"90,000CAP/CARTON",  432 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 0,굿윌스보바인젤라틴공캡슐0호,"96,000CAP/CARTON",  230 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 1,굿윌스보바인젤라틴공캡슐1호,"100,000CAP/CARTON","  70,848 ",CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 1,굿윌스보바인젤라틴공캡슐1호,"110,000CAP/CARTON",  316 ,CHINA,일반
GOODWILLS BOVINE GELATIN EMPTY CAPSULE SIZE 1,굿윌스보바인젤라틴공캡슐1호,"125,000CAP/CARTON","  124,459 ",CHINA,일반
